Location,Time,Air Temperature - average (ºC),Wind Speed - average (m/s),Wind Direction - average (º),Rainfall - (mm)
Curyo,2011-09-20T19:21:10Z,8.2,1.6300000000000001,91.018987,0
Curyo,2011-09-20T19:21:20Z,7.8,1.29,87.520236,0
Curyo,2011-09-20T19:21:30Z,7.2,1.39,86.613666,0
Curyo,2011-09-20T19:21:40Z,7.2,1.31,83.547537,0
Curyo,2011-09-20T19:21:50Z,7.2,1.5599999999999998,83.772128,0
Curyo,2011-09-20T19:22:00Z,7.2,1.78,85.471176,0
Curyo,2011-09-20T19:22:10Z,7.4,1.98,86.826454,0
Curyo,2011-09-20T19:22:20Z,7.4,1.78,82.142809,0
Curyo,2011-09-20T19:22:30Z,7.5,1.78,79.049566,0
Curyo,2011-09-20T19:22:40Z,7.4,1.74,80.986022,0
Curyo,2011-09-20T19:22:50Z,7.3,0.95,73.410329,0
Curyo,2011-09-20T19:23:00Z,7.6,0.8099999999999999,66.07204,0
Curyo,2011-09-20T19:23:10Z,7.2,0.74,65.979753,0
Curyo,2011-09-20T19:23:20Z,7,0.6799999999999999,62.876231,0
Curyo,2011-09-20T19:23:30Z,6.7,0.58,63.842017,0
Curyo,2011-09-20T19:23:40Z,6,0.25,66.060429,0
Curyo,2011-09-20T19:23:50Z,5.2,0.74,81.90205,0
Curyo,2012-09-20T19:00:00Z,4.7,0.85,85.713656,0
Curyo,2012-09-20T19:00:10Z,4.6,0.45999999999999996,75.331439,0
Curyo,2012-09-20T19:00:20Z,4.5,0.57,74.427456,0
Curyo,2012-09-20T19:00:30Z,5.2,0.45,70.667072,0
Curyo,2012-09-20T19:00:40Z,5.7,0.51,69.019451,0
Curyo,2012-09-20T19:00:50Z,5.6,0.37,75.991105,0
Curyo,2012-09-20T19:01:00Z,5.6,0.38,87.853825,0
Curyo,2012-09-20T19:01:10Z,5.4,0.07999999999999999,89.099551,0
Curyo,2012-09-20T19:01:20Z,4.9,0.99,86.845157,0
Curyo,2012-09-20T19:01:30Z,4.7,1.2799999999999998,88.646808,0
Curyo,2012-09-20T19:01:40Z,5.4,1.19,83.534818,0
Curyo,2012-09-20T19:01:50Z,6.1,1.01,79.93931,0
Curyo,2012-09-20T19:02:00Z,6.3,0.69,69.003432,0
Curyo,2012-09-20T19:02:10Z,6.7,0.71,67.564112,0
Curyo,2012-09-20T19:02:20Z,7.1,0.7799999999999999,66.233847,0
Curyo,2012-09-20T19:02:30Z,7.6,1.01,63.282025,0
Curyo,2012-09-20T19:02:40Z,7.7,1.0999999999999999,64.046624,0
Curyo,2012-09-20T19:02:50Z,7.6,1.1199999999999999,61.49864,0
Curyo,2012-09-20T19:03:00Z,7.4,0.94,65.376435,0
Curyo,2012-09-20T19:03:10Z,7.3,0.9099999999999999,62.517479,0
Curyo,2012-09-20T19:03:20Z,7.5,1.21,64.659249,0
Curyo,2012-09-20T19:03:30Z,7.7,1.55,55.159056,0
Curyo,2012-09-20T19:03:40Z,7.7,1.35,53.746162,0
Curyo,2012-09-20T19:03:50Z,7.8,1.46,54.409221,0
Curyo,2012-09-20T19:04:00Z,8,1.0899999999999999,61.853722,0
Curyo,2012-09-20T19:04:10Z,7.9,2.05,71.746942,0
Curyo,2012-09-20T19:04:20Z,8.2,1.55,58.701184,0
Curyo,2012-09-20T19:04:30Z,8.3,1.33,58.879377,0
Curyo,2012-09-20T19:04:40Z,8.2,1.51,55.674398,0
Curyo,2012-09-20T19:04:50Z,8,0.87,61.144339,0
Curyo,2012-09-20T19:05:00Z,7.8,0.71,57.886193,0
Curyo,2012-09-20T19:05:10Z,7.6,0.6,61.298796,0
Curyo,2012-09-20T19:05:20Z,7.3,0.6599999999999999,59.251273,0
Curyo,2012-09-20T19:05:30Z,7.3,0.7,56.12146,0
Curyo,2012-09-20T19:05:40Z,7.5,1.03,34.455241,0
Curyo,2012-09-20T19:05:50Z,8.2,1.13,27.178363,0
Curyo,2012-09-20T19:06:00Z,8.4,0.26999999999999996,55.224794,0
Curyo,2012-09-20T19:06:10Z,7.8,0.72,75.203238,0
Curyo,2012-09-20T19:06:20Z,7.6,0.58,52.610478,0
Curyo,2012-09-20T19:06:30Z,7.7,0.39999999999999997,53.649113,0
Curyo,2012-09-20T19:06:40Z,8.1,0.26999999999999996,60.101098,0
Curyo,2012-09-20T19:06:50Z,7.9,0.19999999999999998,60.562482,0
Curyo,2012-09-20T19:07:00Z,7.6,0.13,61.065788,0
Curyo,2012-09-20T19:07:10Z,7.9,0.039999999999999994,60.617745,0
Curyo,2012-09-20T19:07:20Z,8.1,0.009999999999999998,60.617745,0
Curyo,2012-09-20T19:07:30Z,8.3,0.38999999999999996,54.275865,0
Curyo,2012-09-20T19:07:40Z,8.9,1.8199999999999998,21.588652,0
Curyo,2012-09-20T19:07:50Z,9.3,1.87,18.900176,0
Curyo,2012-09-20T19:08:00Z,10.6,1.64,9.165935,0
Curyo,2012-09-20T19:08:10Z,10.6,1.0999999999999999,2.479764,0
Curyo,2012-09-20T19:08:20Z,11.8,2.42,5.505478,0
Curyo,2012-09-20T19:08:30Z,12.4,2.48,5.472712,0
Curyo,2012-09-20T19:08:40Z,12.7,3,9.406003,0
Curyo,2012-09-20T19:08:50Z,13.1,2.38,3.426793,0
Curyo,2012-09-20T19:09:00Z,13.6,2.3899999999999997,355.865329,0
Curyo,2012-09-20T19:09:10Z,14.3,2.33,331.132841,0
Curyo,2012-09-20T19:09:20Z,15.2,3.3000000000000003,325.048265,0
Curyo,2012-09-20T19:09:30Z,15.7,4.359999999999999,311.092696,0
Curyo,2012-09-20T19:09:40Z,15.8,4.81,303.212614,0
Curyo,2012-09-20T19:09:50Z,15.7,4.88,295.536221,0
Curyo,2012-09-20T19:10:00Z,15.5,5.090000000000001,309.760456,0
Curyo,2012-09-20T19:10:10Z,15.9,4.37,312.103576,0
Curyo,2012-09-20T19:10:20Z,16.2,4.51,295.207585,0
Curyo,2012-09-20T19:10:30Z,16.4,4.39,295.295546,0
Curyo,2012-09-20T19:10:40Z,16.5,4.9399999999999995,291.494784,0
Curyo,2012-09-20T19:10:50Z,16.6,5.1499999999999995,287.58101,0
Curyo,2012-09-20T19:11:00Z,16.9,4.53,278.629762,0
Curyo,2012-09-20T19:11:10Z,17.1,4.6,280.220262,0
Curyo,2012-09-20T19:11:20Z,16.6,4.75,272.332551,0
Curyo,2012-09-20T19:11:30Z,16.5,4.43,281.287023,0
Curyo,2012-09-20T19:11:40Z,17.2,4.06,285.390569,0
Curyo,2012-09-20T19:11:50Z,17.5,3.8,285.133083,0
Curyo,2012-09-20T19:12:00Z,17.3,3.8,282.11106,0
Curyo,2012-09-20T19:12:10Z,17.8,3.57,283.495733,0
Curyo,2012-09-20T19:12:20Z,17.6,4.12,269.529409,0
Curyo,2012-09-20T19:12:30Z,17.8,3.4899999999999998,279.424239,0
Curyo,2012-09-20T19:12:40Z,18.1,4.25,277.913642,0
Curyo,2012-09-20T19:12:50Z,18.3,3.9699999999999998,280.410073,0
Curyo,2012-09-20T19:13:00Z,18.2,4.6499999999999995,267.429263,0
Curyo,2012-09-20T19:13:10Z,18.5,4.7700000000000005,280.52574,0
Curyo,2012-09-20T19:13:20Z,18.1,5.220000000000001,278.244661,0
Curyo,2012-09-20T19:13:30Z,18.2,4.89,280.762537,0
Curyo,2012-09-20T19:13:40Z,18.1,4.72,279.906018,0
Curyo,2012-09-20T19:13:50Z,18.6,5.119999999999999,273.908544,0
Curyo,2012-09-20T19:14:00Z,18.6,5.279999999999999,275.535091,0
Curyo,2012-09-20T19:14:10Z,18.5,4.46,255.682069,0
Curyo,2012-09-20T19:14:20Z,17.5,3.9799999999999995,270.232436,0
Curyo,2012-09-20T19:14:30Z,18,5.37,264.47246,0
Curyo,2012-09-20T19:14:40Z,18.3,4.76,271.626624,0
Curyo,2012-09-20T19:14:50Z,18.2,4.9399999999999995,269.7647,0
Curyo,2012-09-20T19:15:00Z,18.3,4.81,255.850524,0
Curyo,2012-09-20T19:15:10Z,18.2,4.88,271.293935,0
Curyo,2012-09-20T19:15:20Z,18.3,4.16,263.19442,0
Curyo,2012-09-20T19:15:30Z,18.1,4.56,259.93744,0
Curyo,2012-09-20T19:15:40Z,17.8,4.58,255.068583,0
Curyo,2012-09-20T19:15:50Z,18,3.9799999999999995,255.963757,0
Curyo,2012-09-20T19:16:00Z,17.8,4.16,261.401462,0
Curyo,2012-09-20T19:16:10Z,17.6,4.1,259.965121,0
Curyo,2012-09-20T19:16:20Z,17.5,4.029999999999999,268.373376,0
Curyo,2012-09-20T19:16:30Z,17.3,4.01,271.600663,0
Curyo,2012-09-20T19:16:40Z,17.2,3.7699999999999996,265.16958,0
Curyo,2012-09-20T19:16:50Z,17.1,3.06,265.610146,0
Curyo,2012-09-20T19:17:00Z,17,2.85,282.240198,0
Curyo,2012-09-20T19:17:10Z,16.8,2.48,277.081926,0
Curyo,2012-09-20T19:17:20Z,16.5,2.37,281.693252,0
Curyo,2012-09-20T19:17:30Z,16.2,2.17,269.431608,0
Curyo,2012-09-20T19:17:40Z,15.8,2.6399999999999997,281.153081,0
Curyo,2012-09-20T19:17:50Z,15.2,1.98,279.929042,0
Curyo,2012-09-20T19:18:00Z,14.8,2.02,281.912085,0
Curyo,2012-09-20T19:18:10Z,14.1,1.71,284.36727,0
Curyo,2012-09-20T19:18:20Z,13.5,1.79,285.245184,0
Curyo,2012-09-20T19:18:30Z,12.8,1.52,288.793043,0
Curyo,2012-09-20T19:18:40Z,11.7,1.21,299.407189,0
Curyo,2012-09-20T19:18:50Z,11,0.89,298.739795,0
Curyo,2012-09-20T19:19:00Z,11.5,1.23,273.173546,0
Curyo,2012-09-20T19:19:10Z,11.3,1.69,265.152196,0
Curyo,2012-09-20T19:19:20Z,11.4,1.8399999999999999,260.463364,0
Curyo,2012-09-20T19:19:30Z,11.4,1.68,259.796026,0
Curyo,2012-09-20T19:19:40Z,11.1,1.83,265.255101,0
Curyo,2012-09-20T19:19:50Z,10.9,1.7,267.397438,0
Curyo,2012-09-20T19:20:00Z,10.9,1.55,258.645824,0
Curyo,2012-09-20T19:20:10Z,10.4,1.59,264.109374,0
Curyo,2012-09-20T19:20:20Z,10.6,2.06,264.887745,0
Curyo,2012-09-20T19:20:30Z,10.4,1.6300000000000001,251.387665,0
Curyo,2012-09-20T19:20:40Z,10.2,1.6199999999999999,256.48238,0
Curyo,2012-09-20T19:20:50Z,10.1,1.67,257.165781,0
Curyo,2012-09-20T19:21:00Z,9.8,1.5799999999999998,258.023868,0
Curyo,2012-09-20T19:21:10Z,9,0.72,303.066295,0
Curyo,2012-09-20T19:21:20Z,9,1.1099999999999999,278.542295,0
Curyo,2012-09-20T19:21:30Z,7.5,1.0599999999999998,275.654421,0
Curyo,2012-09-20T19:21:40Z,6.3,1.29,300.866809,0
Curyo,2012-09-20T19:21:50Z,6.3,1.19,308.624679,0
Curyo,2012-09-20T19:22:00Z,6.4,0.98,299.685895,0
Curyo,2012-09-20T19:22:10Z,6.2,1,319.935304,0
Curyo,2012-09-20T19:22:20Z,6,0.75,311.802442,0
Curyo,2012-09-20T19:22:30Z,5.8,1.1099999999999999,292.109448,0
Curyo,2012-09-20T19:22:40Z,5.6,0.95,255.041364,0
Curyo,2012-09-20T19:22:50Z,6.2,0.84,187.140792,0
Curyo,2012-09-20T19:23:00Z,5.6,0.99,286.525796,0
Curyo,2012-09-20T19:23:10Z,6.3,0.22,317.566161,0
Curyo,2012-09-20T19:23:20Z,6,0,318.107292,0
Curyo,2012-09-20T19:23:30Z,5.6,0.85,269.053049,0
Curyo,2012-09-20T19:23:40Z,5.3,0.96,264.82591,0
Curyo,2012-09-20T19:23:50Z,5.6,1.51,259.020998,0
Curyo,2013-09-20T19:00:00Z,6.3,1.42,258.557643,0
Curyo,2013-09-20T19:00:10Z,6.1,1.0699999999999998,251.314227,0
Curyo,2013-09-20T19:00:20Z,6.2,1.35,238.591799,0
Curyo,2013-09-20T19:00:30Z,6.3,1.2599999999999998,251.351792,0
Curyo,2013-09-20T19:00:40Z,6,0.87,259.220978,0
Curyo,2013-09-20T19:00:50Z,5.3,0.6499999999999999,268.203075,0
Curyo,2013-09-20T19:01:00Z,5.4,0.71,272.025333,0
Curyo,2013-09-20T19:01:10Z,5.2,0.15999999999999998,277.320041,0
Curyo,2013-09-20T19:01:20Z,5.2,0,277.320041,0
Curyo,2013-09-20T19:01:30Z,5.2,0,277.320041,0
Curyo,2013-09-20T19:01:40Z,4.7,0,277.320041,0
Curyo,2013-09-20T19:01:50Z,3.6,0,277.320041,0
Curyo,2013-09-20T19:02:00Z,4.5,0,277.320041,0
Curyo,2013-09-20T19:02:10Z,4.5,0,277.320041,0
Curyo,2013-09-20T19:02:20Z,3.5,0,277.320041,0
Curyo,2013-09-20T19:02:30Z,4,0,277.320041,0
Curyo,2013-09-20T19:02:40Z,3.8,0,277.320041,0
Curyo,2013-09-20T19:02:50Z,2.9,0,277.320041,0
Curyo,2013-09-20T19:03:00Z,2.6,0,277.320041,0
Curyo,2013-09-20T19:03:10Z,2.7,0,277.320041,0
Curyo,2013-09-20T19:03:20Z,2.3,0,277.320041,0
Curyo,2013-09-20T19:03:30Z,1.8,0,277.320041,0
Curyo,2013-09-20T19:03:40Z,1,0,277.320041,0
Curyo,2013-09-20T19:03:50Z,1,0,277.320041,0
Curyo,2013-09-20T19:04:00Z,0,0,277.320041,0
Curyo,2013-09-20T19:04:10Z,0.2,0,277.320041,0
Curyo,2013-09-20T19:04:20Z,-0.1,0,277.320041,0
Curyo,2013-09-20T19:04:30Z,0,0.39999999999999997,297.127369,0
Curyo,2013-09-20T19:04:40Z,0,0.8099999999999999,4.632423,0
Curyo,2013-09-20T19:04:50Z,0,0.59,10.425809,0
Curyo,2013-09-20T19:05:00Z,0.2,0.71,9.743641,0
Curyo,2013-09-20T19:05:10Z,0.2,0.15999999999999998,6.551798,0
Curyo,2013-09-20T19:05:20Z,0.3,0,6.999307,0
Curyo,2013-09-20T19:05:30Z,0.4,0.18,5.979533,0
Curyo,2013-09-20T19:05:40Z,0.6,0.11,5.418957,0
Curyo,2013-09-20T19:05:50Z,0.5,0,7.222743,0
Curyo,2013-09-20T19:06:00Z,0.1,0,7.334379,0
Curyo,2013-09-20T19:06:10Z,0,0,21.097079,0
Curyo,2013-09-20T19:06:20Z,-0.3,0.03,48.073889,0
Curyo,2013-09-20T19:06:30Z,-0.4,0,58.245076,0
Curyo,2013-09-20T19:06:40Z,-0.4,0.16999999999999998,58.149502,0
Curyo,2013-09-20T19:06:50Z,-0.2,0,58.149502,0
Curyo,2013-09-20T19:07:00Z,0,0,58.149502,0
Curyo,2013-09-20T19:07:10Z,0.2,0,58.245076,0
Curyo,2013-09-20T19:07:20Z,0.5,0,58.495733,0
Curyo,2013-09-20T19:07:30Z,1,0,58.495733,0
Curyo,2013-09-20T19:07:40Z,1,0,58.495733,0
Curyo,2013-09-20T19:07:50Z,1.8,0.51,2.202598,0
Curyo,2013-09-20T19:08:00Z,2.8,0.59,272.935673,0
Curyo,2013-09-20T19:08:10Z,4,0.09999999999999999,278.20935,0
Curyo,2013-09-20T19:08:20Z,4.8,0.76,276.179214,0
Curyo,2013-09-20T19:08:30Z,5.6,0.09999999999999999,274.71706,0
Curyo,2013-09-20T19:08:40Z,6.5,0,274.71706,0
Curyo,2013-09-20T19:08:50Z,6.9,0,274.605238,0
Curyo,2013-09-20T19:09:00Z,7.4,0,278.70336,0
Curyo,2013-09-20T19:09:10Z,8.3,0.88,301.044512,0
Curyo,2013-09-20T19:09:20Z,8.7,1.69,291.590419,0
Curyo,2013-09-20T19:09:30Z,9.2,2.15,301.130314,0
Curyo,2013-09-20T19:09:40Z,9.4,2.8,298.129236,0
Curyo,2013-09-20T19:09:50Z,10,3.14,295.777738,0
Curyo,2013-09-20T19:10:00Z,9.8,2.83,297.611152,0
Curyo,2013-09-20T19:10:10Z,10.3,2.96,303.062901,0
Curyo,2013-09-20T19:10:20Z,10,3.4899999999999998,305.386422,0
Curyo,2013-09-20T19:10:30Z,10.7,3.2499999999999996,316.159675,0
Curyo,2013-09-20T19:10:40Z,10.7,3.31,295.139432,0
Curyo,2013-09-20T19:10:50Z,11.2,2.93,290.351193,0
Curyo,2013-09-20T19:11:00Z,11.1,2.6799999999999997,290.386986,0
Curyo,2013-09-20T19:11:10Z,11.2,2.82,297.082251,0
Curyo,2013-09-20T19:11:20Z,11.7,2.5199999999999996,296.629939,0
Curyo,2013-09-20T19:11:30Z,12,2.84,303.614876,0
Curyo,2013-09-20T19:11:40Z,12.2,2.38,290.764068,0
Curyo,2013-09-20T19:11:50Z,12.6,1.96,317.682332,0
Curyo,2013-09-20T19:12:00Z,12.9,2.5,297.957987,0
Curyo,2013-09-20T19:12:10Z,13.5,2.71,320.60317,0
Curyo,2013-09-20T19:12:20Z,13.8,2.42,312.305716,0
Curyo,2013-09-20T19:12:30Z,13.9,2.76,323.656754,0
Curyo,2013-09-20T19:12:40Z,14.4,2.46,312.410498,0
Curyo,2013-09-20T19:12:50Z,13.9,2.33,342.220768,0
Curyo,2013-09-20T19:13:00Z,13.8,2.3,340.676816,0
Curyo,2013-09-20T19:13:10Z,14,2.77,330.981713,0
Curyo,2013-09-20T19:13:20Z,14.4,2.85,347.905243,0
Curyo,2013-09-20T19:13:30Z,14.4,3.03,342.279228,0
Curyo,2013-09-20T19:13:40Z,14.5,3.22,314.154991,0
Curyo,2013-09-20T19:13:50Z,15,4.069999999999999,315.865429,0
Curyo,2013-09-20T19:14:00Z,15.3,3.28,320.057249,0
Curyo,2013-09-20T19:14:10Z,15.4,3.6,311.843817,0
Curyo,2013-09-20T19:14:20Z,15.8,3.76,325.704007,0
Curyo,2013-09-20T19:14:30Z,15.9,3.06,302.143687,0
Curyo,2013-09-20T19:14:40Z,15.9,3.51,316.019995,0
Curyo,2013-09-20T19:14:50Z,15.7,3.48,328.956444,0
Curyo,2013-09-20T19:15:00Z,16.4,3.09,327.200469,0
Curyo,2013-09-20T19:15:10Z,16.4,2.98,312.628158,0
Curyo,2013-09-20T19:15:20Z,16.5,3.53,334.536655,0
Curyo,2013-09-20T19:15:30Z,16.8,3.11,311.732517,0
Curyo,2013-09-20T19:15:40Z,17.1,3.28,314.299169,0
Curyo,2013-09-20T19:15:50Z,16.4,4.06,324.360191,0
Curyo,2013-09-20T19:16:00Z,16.9,2.94,311.162195,0
Curyo,2013-09-20T19:16:10Z,17,3.13,314.647415,0
Curyo,2013-09-20T19:16:20Z,16.9,3.1999999999999997,321.916289,0
Curyo,2013-09-20T19:16:30Z,16.9,2.87,323.176665,0
Curyo,2013-09-20T19:16:40Z,16.7,2.86,326.906052,0
Curyo,2013-09-20T19:16:50Z,16.4,3.05,322.416403,0
Curyo,2013-09-20T19:17:00Z,16.1,3.04,328.231015,0
Curyo,2013-09-20T19:17:10Z,15.4,2.7,335.793156,0
Curyo,2013-09-20T19:17:20Z,15.6,2.59,337.104719,0
Curyo,2013-09-20T19:17:30Z,15.4,2.28,333.278546,0
Curyo,2013-09-20T19:17:40Z,15.2,2.6100000000000003,330.155696,0
Curyo,2013-09-20T19:17:50Z,14.6,1.9699999999999998,324.541716,0
Curyo,2013-09-20T19:18:00Z,14.1,1.74,324.570325,0
Curyo,2013-09-20T19:18:10Z,13.3,1.19,310.22315,0
Curyo,2013-09-20T19:18:20Z,12.5,1.59,317.10909,0
Curyo,2013-09-20T19:18:30Z,12.8,2.1599999999999997,302.480746,0
Curyo,2013-09-20T19:18:40Z,13.1,2.23,308.355552,0
Curyo,2013-09-20T19:18:50Z,12.9,2.92,312.966684,0
Curyo,2013-09-20T19:19:00Z,13.3,3.2600000000000002,302.307334,0
Curyo,2013-09-20T19:19:10Z,13.7,2.59,297.283134,0
Curyo,2013-09-20T19:19:20Z,13.6,2.58,306.941637,0
Curyo,2013-09-20T19:19:30Z,13.5,3.09,307.547232,0
Curyo,2013-09-20T19:19:40Z,13.6,2.83,300.843807,0
Curyo,2013-09-20T19:19:50Z,13.4,2.5199999999999996,302.29693,0
Curyo,2013-09-20T19:20:00Z,12.7,1.9300000000000002,315.752748,0
Curyo,2013-09-20T19:20:10Z,12,1.44,311.308614,0
Curyo,2013-09-20T19:20:20Z,11.7,1.23,302.331404,0
Curyo,2013-09-20T19:20:30Z,11.3,1.18,304.099316,0
Curyo,2013-09-20T19:20:40Z,11,1.2799999999999998,301.51694,0
Curyo,2013-09-20T19:20:50Z,10.9,1.17,288.9031,0
Curyo,2013-09-20T19:21:00Z,11.1,1.8199999999999998,285.094063,0
Curyo,2013-09-20T19:21:10Z,11,1.9499999999999997,285.414605,0
Curyo,2013-09-20T19:21:20Z,10.6,1.68,284.229065,0
Curyo,2013-09-20T19:21:30Z,10.2,1.46,279.350344,0
Curyo,2013-09-20T19:21:40Z,10,1.31,282.173623,0
Curyo,2013-09-20T19:21:50Z,9.2,1.03,300.053146,0
Curyo,2013-09-20T19:22:00Z,8.6,0.99,308.535136,0
Curyo,2013-09-20T19:22:10Z,8.3,0.89,293.334041,0
Curyo,2013-09-20T19:22:20Z,8.2,0.96,298.285432,0
Curyo,2013-09-20T19:22:30Z,8.4,1.29,295.092346,0
Curyo,2013-09-20T19:22:40Z,8.4,1.3199999999999998,301.837396,0
Curyo,2013-09-20T19:22:50Z,8.5,1.22,282.702732,0
Curyo,2013-09-20T19:23:00Z,8.7,1.39,289.114031,0
Curyo,2013-09-20T19:23:10Z,8.7,1.8199999999999998,295.274824,0
Curyo,2013-09-20T19:23:20Z,8.7,1.42,289.944275,0
Curyo,2013-09-20T19:23:30Z,8.3,1.0499999999999998,297.020573,0
Curyo,2013-09-20T19:23:40Z,7.5,0.7999999999999999,309.257717,0
Curyo,2013-09-20T19:23:50Z,7.3,0.09,307.9932,0
Curyo,2014-09-20T19:00:00Z,7.1,0,307.9932,0
Curyo,2014-09-20T19:00:10Z,7,0.12,307.9932,0
Curyo,2014-09-20T19:00:20Z,6.3,0.49,307.9932,0
Curyo,2014-09-20T19:00:30Z,6.6,0,307.9932,0
Curyo,2014-09-20T19:00:40Z,6.7,0,307.9932,0
Curyo,2014-09-20T19:00:50Z,6.5,0,307.9932,0
Curyo,2014-09-20T19:01:00Z,6.2,0,307.9932,0
Curyo,2014-09-20T19:01:10Z,5.8,0,307.9932,0
Curyo,2014-09-20T19:01:20Z,5.6,0,307.9932,0
Curyo,2014-09-20T19:01:30Z,4.6,0,307.9932,0
Curyo,2014-09-20T19:01:40Z,4.2,0,307.9932,0
Curyo,2014-09-20T19:01:50Z,5.2,0,307.9932,0
Curyo,2014-09-20T19:02:00Z,5,0,307.9932,0
Curyo,2014-09-20T19:02:10Z,4.6,0,307.9932,0
Curyo,2014-09-20T19:02:20Z,3.9,0,307.9932,0
Curyo,2014-09-20T19:02:30Z,4.3,0,307.9932,0
Curyo,2014-09-20T19:02:40Z,4.5,0,307.9932,0
Curyo,2014-09-20T19:02:50Z,5.3,0,307.9932,0
Curyo,2014-09-20T19:03:00Z,5.1,0,307.9932,0
Curyo,2014-09-20T19:03:10Z,5.4,0,303.939993,0
Curyo,2014-09-20T19:03:20Z,5.1,0,294.453258,0
Curyo,2014-09-20T19:03:30Z,5.6,0,292.593947,0
Curyo,2014-09-20T19:03:40Z,5.1,0,292.593947,0
Curyo,2014-09-20T19:03:50Z,4.7,0,292.593947,0
Curyo,2014-09-20T19:04:00Z,5.1,0,292.593947,0
Curyo,2014-09-20T19:04:10Z,4.3,0,292.593947,0
Curyo,2014-09-20T19:04:20Z,4.3,0,292.593947,0
Curyo,2014-09-20T19:04:30Z,3.3,0,292.593947,0
Curyo,2014-09-20T19:04:40Z,3.4,0,292.593947,0
Curyo,2014-09-20T19:04:50Z,3.5,0,292.593947,0
Curyo,2014-09-20T19:05:00Z,3.5,0,292.593947,0
Curyo,2014-09-20T19:05:10Z,3.4,0,292.593947,0
Curyo,2014-09-20T19:05:20Z,3.3,0,292.593947,0
Curyo,2014-09-20T19:05:30Z,2.8,0,292.69756,0.2
Curyo,2014-09-20T19:05:40Z,2.4,0,292.801016,0
Curyo,2014-09-20T19:05:50Z,1.7,0,292.801016,0
Curyo,2014-09-20T19:06:00Z,1.4,0,292.69756,0
Curyo,2014-09-20T19:06:10Z,1.5,0,292.593947,0
Curyo,2014-09-20T19:06:20Z,0.6,0.51,302.005383,0
Curyo,2014-09-20T19:06:30Z,0,0.89,330.868929,0
Curyo,2014-09-20T19:06:40Z,0,0.85,330.71582,0
Curyo,2014-09-20T19:06:50Z,0.1,0,330.868929,0
Curyo,2014-09-20T19:07:00Z,0.4,0,330.868929,0
Curyo,2014-09-20T19:07:10Z,1,0,330.71582,0
Curyo,2014-09-20T19:07:20Z,1.6,0,279.11529,0
Curyo,2014-09-20T19:07:30Z,2.3,0,228.242753,0
Curyo,2014-09-20T19:07:40Z,3.2,0,238.99716,0
Curyo,2014-09-20T19:07:50Z,4.3,0,326.441044,0
Curyo,2014-09-20T19:08:00Z,5.3,0,254.728336,0
Curyo,2014-09-20T19:08:10Z,6,0,318.270488,0
Curyo,2014-09-20T19:08:20Z,6.7,0,212.742557,0
Curyo,2014-09-20T19:08:30Z,7.1,0,251.852967,0
Curyo,2014-09-20T19:08:40Z,7.6,0.6699999999999999,291.908705,0
Curyo,2014-09-20T19:08:50Z,8.6,1.33,311.72699,0
Curyo,2014-09-20T19:09:00Z,9.3,1.55,296.993824,0
Curyo,2014-09-20T19:09:10Z,9.4,1.38,292.575339,0
Curyo,2014-09-20T19:09:20Z,9.7,1.3199999999999998,286.416221,0
Curyo,2014-09-20T19:09:30Z,9.8,0.85,301.179818,0
Curyo,2014-09-20T19:09:40Z,10.2,0.89,308.359098,0
Curyo,2014-09-20T19:09:50Z,10.8,0.9,296.299487,0
Curyo,2014-09-20T19:10:00Z,11.3,0.6499999999999999,309.386773,0
Curyo,2014-09-20T19:10:10Z,11.5,1.02,337.890552,0
Curyo,2014-09-20T19:10:20Z,12.3,0.9199999999999999,356.599127,0
Curyo,2014-09-20T19:10:30Z,12.5,1.27,1.6771,0
Curyo,2014-09-20T19:10:40Z,12.8,1.02,350.50837,0
Curyo,2014-09-20T19:10:50Z,12.9,1.24,9.727579,0
Curyo,2014-09-20T19:11:00Z,13.6,1.0499999999999998,10.108416,0
Curyo,2014-09-20T19:11:10Z,13.9,1.14,344.848303,0
Curyo,2014-09-20T19:11:20Z,13.9,0.9099999999999999,351.384352,0
Curyo,2014-09-20T19:11:30Z,14.8,0.85,23.594821,0
Curyo,2014-09-20T19:11:40Z,14.7,1.0599999999999998,18.69697,0
Curyo,2014-09-20T19:11:50Z,15.2,1.02,47.051509,0
Curyo,2014-09-20T19:12:00Z,15.4,1.5,51.436036,0
Curyo,2014-09-20T19:12:10Z,15.5,1.6300000000000001,50.278146,0
Curyo,2014-09-20T19:12:20Z,15.3,1.44,65.249141,0
Curyo,2014-09-20T19:12:30Z,15.4,1.39,67.833654,0
Curyo,2014-09-20T19:12:40Z,15.8,1.46,44.909771,0
Curyo,2014-09-20T19:12:50Z,16.4,2,31.560352,0
Curyo,2014-09-20T19:13:00Z,16.6,2.1399999999999997,40.691911,0
Curyo,2014-09-20T19:13:10Z,16.7,1.2799999999999998,67.308167,0
Curyo,2014-09-20T19:13:20Z,16.9,1.53,49.649365,0
Curyo,2014-09-20T19:13:30Z,17.4,2.02,50.179323,0
Curyo,2014-09-20T19:13:40Z,17.1,1.76,51.632515,0
Curyo,2014-09-20T19:13:50Z,17.5,2.5199999999999996,42.878904,0
Curyo,2014-09-20T19:14:00Z,17.9,3,30.298728,0
Curyo,2014-09-20T19:14:10Z,18.6,2.81,32.217913,0
Curyo,2014-09-20T19:14:20Z,18.7,2.63,25.135703,0
Curyo,2014-09-20T19:14:30Z,19,2.3,26.133046,0
